team,barstool_1_odds,betclic_1_odds,betfair_1_odds,betfred_1_odds,betmgm_1_odds,betonlineag_1_odds,betrivers_1_odds,betus_1_odds,betway_1_odds,bovada_1_odds,casumo_1_odds,circasports_1_odds,coral_1_odds,draftkings_1_odds,fanduel_1_odds,foxbet_1_odds,gtbets_1_odds,ladbrokes_1_odds,lowvig_1_odds,marathonbet_1_odds,matchbook_1_odds,mrgreen_1_odds,mybookieag_1_odds,nordicbet_1_odds,onexbet_1_odds,paddypower_1_odds,pinnacle_1_odds,pointsbetus_1_odds,sport888_1_odds,sugarhouse_1_odds,superbook_1_odds,twinspires_1_odds,unibet_1_odds,unibet_eu_1_odds,unibet_uk_1_odds,unibet_us_1_odds,williamhill_1_odds,williamhill_us_1_odds,wynnbet_1_odds,game_id,time_pulled,home_team,away_team,number_of_game_today,day_of_week,away_team_league,away_team_game_number,home_team_league,home_team_game_number,day_night,park_id,winning_team,minutes_since_commence,snapshot_time_taken,hour_of_start,target,home_away,opponent,this_team_league,opponent_league,this_team_game_of_season,opponent_game_of_season,highest_bettable_odds,average_market_odds,ev,result,date,daily_result,cumulative_result,total_p_l,total_ev_per_bet,total_precision,best_day_prof,worst_day_prof,total_bets_placed,return_on_money,sportsbook(s)_used
Minnesota Twins,4.9,3.95,3.6,0.0,3.7,0.0,0.0,0.0,0.0,4.05,4.9,3.6,0.0,4.3,4.5,3.3,0.0,0.0,0.0,0.0,0.0,4.5,1.9,0.0,0.0,4.2,3.14,4.1,0.0,4.6,0.0,4.9,0.0,4.9,4.6,4.9,0.0,0.0,0.0,ac0e23abd9c23aa49e7e3a2b4feee08d,2023-04-10 13:10:00,Minnesota Twins,Chicago White Sox,0,Mon,AL,11.0,AL,10.0,D,MIN04,Chicago White Sox,120.0,2023-04-10 13:10:00,11,0.0,1,Chicago White Sox,AL,AL,10.0,11.0,4.9,4.163809523809524,17.680695333943277,-100.0,2023-04-10,-100.0,140.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Barstool']
Toronto Blue Jays,1.49,1.45,1.48,1.43,1.32,2.24,2.25,1.28,1.4,2.23,2.23,2.18,2.23,2.2,2.23,2.23,2.2,1.52,2.23,1.36,2.25,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,d07e5eaad3cc5150016c78c6d7d13c9a,2023-04-11 16:55:00,Toronto Blue Jays,Detroit Tigers,0,Tue,AL,10.0,AL,11.0,N,TOR02,Toronto Blue Jays,48.0,2023-04-11 16:55:00,16,1.0,1,Detroit Tigers,AL,AL,11.0,10.0,2.23,1.87,19.251336898395728,123.0,2023-04-11,23.0,263.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Fanduel']
Chicago White Sox,4.1,4.0,3.6,3.75,3.44,3.7,3.8,3.9,3.2,3.8,3.65,3.7,3.6,3.8,3.8,3.65,3.8,4.0,3.36,2.32,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0dc9f8a28d1f8f4353ac98642a89ae36,2023-04-11 17:45:00,Minnesota Twins,Chicago White Sox,0,Tue,AL,12.0,AL,11.0,N,MIN04,Minnesota Twins,64.0,2023-04-11 17:44:00,16,0.0,0,Minnesota Twins,AL,AL,12.0,11.0,4.1,3.67590909090909,11.537034747125034,-100.0,2023-04-11,23.0,163.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Barstool']
Los Angeles Dodgers,3.05,2.8,2.81,2.75,2.62,2.66,2.75,2.6,2.63,2.63,2.55,2.63,2.63,2.63,2.55,2.88,2.05,2.68,3.0,1.67,2.9,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a095ff8a091911a6865773eb0a554336,2023-04-12 19:10:00,San Francisco Giants,Los Angeles Dodgers,0,Wed,NL,13.0,NL,12.0,N,SFO03,Los Angeles Dodgers,25.0,2023-04-12 19:10:00,18,1.0,0,San Francisco Giants,NL,NL,13.0,12.0,3.05,2.6586956521739133,14.71790678659034,205.0,2023-04-12,205.0,368.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Barstool']
St. Louis Cardinals,4.9,4.15,4.3,3.41,4.2,4.3,4.2,4.1,2.6,4.3,4.33,3.85,4.0,4.2,4.2,4.0,4.2,4.2,4.2,3.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549d3b981322871ccbe3db7c70486054,2023-04-13 18:35:00,St. Louis Cardinals,Pittsburgh Pirates,0,Thu,NL,13.0,NL,13.0,N,STL10,Pittsburgh Pirates,110.0,2023-04-13 18:35:00,16,0.0,1,Pittsburgh Pirates,NL,NL,13.0,13.0,4.9,4.11857142857143,18.973291710024228,-100.0,2023-04-13,-400.0,268.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Barstool']
New York Yankees,2.4,1.73,1.73,2.2,1.67,2.0,1.71,1.74,1.71,2.44,2.38,2.3,2.2,2.45,1.7,2.1,1.72,1.96,1.27,2.23,2.25,2.25,2.25,2.25,2.2,2.25,2.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2bf87d2a588be5d6ebd818e2d8c71096,2023-04-13 16:20:00,New York Yankees,Minnesota Twins,0,Thu,AL,13.0,AL,13.0,N,NYC21,Minnesota Twins,15.0,2023-04-13 16:20:00,16,0.0,1,Minnesota Twins,AL,AL,13.0,13.0,2.45,2.0614285714285714,18.849618849618864,-100.0,2023-04-13,-400.0,168.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Draftkings']
Boston Red Sox,4.7,4.3,4.55,1.91,1.61,4.2,4.2,2.5,4.5,2.92,1.76,4.33,3.15,4.2,4.4,4.25,4.4,4.4,4.4,4.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5a4d24e063a76ea4c27f6e530d157753,2023-04-13 11:55:00,Tampa Bay Rays,Boston Red Sox,0,Thu,AL,13.0,AL,13.0,D,STP01,Tampa Bay Rays,105.0,2023-04-13 11:54:00,10,0.0,0,Tampa Bay Rays,AL,AL,13.0,13.0,4.7,3.817272727272728,23.124553465110708,-100.0,2023-04-13,-400.0,68.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Barstool']
Boston Red Sox,3.3,2.5,2.4,2.9,2.4,3.25,3.04,3.05,3.04,3.05,3.13,2.54,2.62,2.4,3.4,3.0,3.1,2.92,2.95,3.1,2.87,3.25,2.66,3.4,3.5,3.4,3.5,3.5,3.5,3.5,3.35,3.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5a4d24e063a76ea4c27f6e530d157753,2023-04-13 10:20:00,Tampa Bay Rays,Boston Red Sox,0,Thu,AL,13.0,AL,13.0,D,STP01,Tampa Bay Rays,10.0,2023-04-13 10:19:00,10,0.0,0,Tampa Bay Rays,AL,AL,13.0,13.0,3.4,3.0627272727272734,11.012169783318484,-100.0,2023-04-13,-400.0,-32.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Fanduel']
Chicago Cubs,2.75,2.8,2.7,2.5,2.6,1.96,2.55,2.48,2.5,2.5,2.5,2.43,2.45,2.5,2.5,2.3,2.4,2.5,2.05,2.02,2.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5eed132bd6a80788fb9e407db215307c,2023-04-14 19:45:00,Los Angeles Dodgers,Chicago Cubs,0,Fri,NL,13.0,NL,14.0,N,LOS03,Chicago Cubs,34.0,2023-04-14 19:44:00,19,1.0,0,Los Angeles Dodgers,NL,NL,13.0,14.0,2.75,2.4677272727272723,11.438570639160083,175.0,2023-04-14,175.0,143.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Barstool']
Cleveland Guardians,3.5,3.4,2.52,3.05,3.0,3.25,2.05,3.3,3.1,3.1,3.15,3.15,3.05,3.15,3.05,3.15,3.15,1.57,3.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,bbc2ed543951e00908e03f6ac1d76670,2023-04-15 15:10:00,Washington Nationals,Cleveland Guardians,0,Sat,AL,15.0,NL,15.0,D,WAS11,Cleveland Guardians,23.0,2023-04-15 15:08:00,14,1.0,0,Washington Nationals,AL,NL,15.0,15.0,3.5,2.99,17.05685618729096,250.0,2023-04-15,500.0,393.0,1166.0,4.318518518518519,0.3111111111111111,1440.0,-700.0,270.0,4.3,['Barstool']
